obs_id,date,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
1896,3/10/2025,122,50,21,1,4,0.45111747,,,,,,,,,,,,,,,,,,,,,,36.6,27.1,31.7,31.69689738,42.1,29.4,35.2,21.7,56.9,0,0,0,FALSE,31.7,13.8,13.8,5.3,0.9,87.5,1011.9,28.4,10,135,11.9,5,,Partially cloudy,FALSE,Hot,No
1897,3/11/2025,101,42,21,2,3,0.422906818,6144,1265,87,1,59,58,22939,5831,409,7,282,267,3996,1052,88,2,20,41,,,,35.7,29,31.6,31.59770341,41.8,33.5,37.1,23.8,64.5,0,0,0,FALSE,24.1,13.5,13.5,6,1.1,182.6,1010.6,44.9,10,141.7,12.2,6,0.39,Partially cloudy,FALSE,Hot,No
1898,3/12/2025,73,33,18,1,3,0.664994735,12128,3015,319,6,101,13,39303,14739,1519,19,1035,98,9209,3498,409,4,112,24,,,,35.3,28.2,31,30.99738512,42.4,33,36.8,24.4,69.3,0,0,0,FALSE,29.2,14,14,8.2,2.9,178.2,1009,35.6,10,160.7,13.9,6.20977568,,Partially cloudy,FALSE,Hot,No
1899,3/13/2025,74,38,19,1,2,0.433619579,14642,3828,632,3,203,28,54452,19780,2365,17,1408,71,12726,4994,497,6,179,16,,,,34.1,26.5,29.9,29.89651402,41.1,26.5,35.4,24.5,73.4,7.692,100,25,TRUE,33.8,12.3,12.3,7.2,1.7,167.2,1009.4,48.3,9.9,91,8.1,7.672736376,0.46,"Rain, Partially cloudy",,Hot,No
1900,3/14/2025,77,41,20,2,2,0.497452216,5347,1993,234,7,295,21,18438,9639,987,25,3480,89,5187,2244,240,3,419,31,,,,34.4,26.9,30,30.00876139,44,29.8,35.7,24.7,73.9,2.511,100,4.17,,32,11.6,11.6,6.1,1.1,175.8,1010.3,43.9,9.7,144.6,12.7,8,0.5,"Rain, Partially cloudy",FALSE,hOt,No
1901,3/15/2025,75,32,23,1,2,0.780177226,11440,3671,130,7,137,40,44697,15679,579,23,1454,158,11196,3742,128,2,89,27,,,,35.2,28,30.8,30.80314259,42.6,32.7,37,24.8,71.6,0,0,0,FALSE,26.3,13.4,13.4,7.1,2.3,177.8,1010.3,35.7,10,164.6,14.2,8,0.53,,TRUE,Hot,Yes
1902,3/16/2025,72,35,19,,4,0.937570877,,,,,,,,,,,,,,,,,,,,,,35,28.4,31.1,31.08591932,44.4,33.7,37.9,25.2,71.9,0,0,0,FALSE,24.8,12.1,12.1,8.2,4.8,175.5,1009.6,35.5,10,167,14.6,8,0.56,Partially cloudy,TRUE,Hot,Yes
1903,3/17/2025,70,39,16,,2,0.43100186,,,,,,,,,,,,,,,,,,,,,,35.3,28.1,31,30.98867701,44,32.8,37.5,25.1,72.2,0,0,0,FALSE,33.8,13.6,13.6,8.2,3.2,164.8,1010.1,36.9,10,171,14.9,8,0.6,Partially cloudy,FALSE,Hot,No
1904,3/18/2025,91,52,19,1,2,0.728282555,7789,1735,72,0,42,41,30683,9160,339,0,587,210,8488,2306,66,0,50,36,,,,35.4,28,31.1,31.0971302,43.9,33.7,37.9,25.3,72.4,0,0,0,TRUE,27,12.6,12.6,6.1,2.9,157.7,1011.3,42.8,9.8,172.9,15.1,8,,Partially cloudy,FALSE,Hot,No
1905,3/19/2025,101,66,18,1,2,0.667120628,3531,805,132,1,68,312,15133,4207,607,6,247,981,3508,863,155,1,22,184,,,,33.1,27.1,30,29.99908439,35.3,28.5,31.6,19.4,53.9,0,0,0,FALSE,37.1,11.3,11.3,7,2.1,86.9,1014.7,37.9,10,196.9,17,7,0.66,Partially cloudy,FALSE,Hot,No
1906,3/20/2025,136,72,22,1,2,0.728749541,11367,2383,257,14,120,202,33921,11610,894,70,1231,887,8235,2326,185,22,173,277,,,,32.1,24.9,28.1,28.09721851,32.9,24.9,28.3,16.2,48.9,0,0,0,FALSE,33.1,10.6,10.6,5,1.6,85.9,1016.1,39.7,9.9,164.3,14.4,7,0.7,Partially cloudy,FALSE,,
1907,3/21/2025,147,76,26,2,2,0.076385424,9780,4186,244,7,206,25,38327,17648,838,17,2536,73,10285,4032,168,2,342,21,,,,32.6,24.2,27.9,27.87472436,32.8,24.2,28.1,15.9,48.3,0,0,0,FALSE,28.4,11.7,11.7,5.6,2.1,56.7,1015.9,37.1,9.8,142.5,12.5,6,0.73,Partially cloudy,FALSE,Hot,No
1908,3/22/2025,156,87,28,1,2,0.549708133,8194,2387,225,9,116,161,32826,10851,761,21,765,422,8477,2592,154,5,96,117,,,,35.3,24.3,29.4,29.38817039,37.1,24.3,30,17.5,50.2,0,0,0,FALSE,25.2,11.4,11.4,4.6,1.4,79.3,1013.7,19.1,9.4,194.8,16.8,7,0.75,,TRUE,hOt,
1909,3/23/2025,173,77,30,2,2,0.078828532,,,,,,,,,,,,,,,,,,,,,,37,25.3,30.5,30.5115956,40,25.3,31.8,19.6,54.7,0,0,0,,17.3,8,8,3.4,0.3,218.8,1012.5,25.3,8.5,188.3,16.2,7,0.79,Partially cloudy,TRUE,Hot,Yes
1910,3/24/2025,171,65,32,3,2,0.809060373,,,,,,,,,,,,,,,,,,,,,,35,27.1,30.7,30.7144342,41.6,31,35.5,23.8,68.7,0,0,0,FALSE,23.8,10.3,10.3,6,0.7,182.9,1009.7,29.3,7.5,162.3,13.9,6,0.83,Partially cloudy,FALSE,Hot,No
1911,3/25/2025,138,64,27,2,2,0.564764298,6025,797,114,0,31,88,17201,4233,474,0,255,341,3938,964,115,0,23,61,,,,35.4,27.9,30.7,30.69750903,43.6,32.6,37.2,25.2,73.7,0,0,0,FALSE,29.5,12.1,12.1,7.7,3.7,175.2,1006.7,32.7,8.4,175.9,15.2,6,0.86,,FALSE,Hot,No
1912,3/26/2025,123,61,25,1,2,0.595146979,9480,2981,8,12,414,10,31036,14461,43,49,2503,28,7491,3365,6,4,258,4,,,,33.6,28.5,30.5,30.49478201,44.4,33.9,37.7,25.7,75.8,0,0,0,FALSE,31.3,17.2,17.2,9.5,5.2,170,1005.5,44.6,8.8,155,13.5,5,0.89,Partially cloudy,,Hot,
1913,3/27/2025,131,62,27,1,2,0.338296442,3212,1884,8,0,301,6,12230,7813,37,0,1735,16,3494,1833,10,0,160,5,,,,35.5,28.6,31,30.98910723,42.8,34.3,37.5,24.9,71.5,0,0,0,FALSE,28.8,12.2,12.2,8,2.8,179.6,1004.7,44.1,8.6,145.9,12.6,6,0.93,,,,
1914,3/28/2025,123,60,25,2,2,0.710334106,9516,3930,188,3,610,48,28949,19089,733,13,3705,104,8611,3927,240,3,415,33,,,,37.7,27.7,31.3,31.30044747,38.7,30.8,34,20.7,58,0.415,100,8.33,TRUE,23.4,14.9,14.9,9,5,201.4,1005.7,33.2,9.2,258.3,22.3,8,0.96,"Rain, Partially cloudy",FALSE,Hot,No
1915,3/29/2025,121,43,13,,2,0.959571369,5010,1842,66,2,84,414,20118,9742,196,4,700,1612,4154,2084,52,0,140,426,,,,36.1,27.7,31.2,31.18388061,43.7,31.7,36.9,24.3,68.1,0,0,0,FALSE,29.9,11.3,11.3,7.1,2.4,178.1,1006.8,36,9.3,278.1,23.9,10,0,Partially cloudy,TRUE,Hot,Yes
1916,3/30/2025,106,38,15,,2,0.67341766,,,,,,,,,,,,,,,,,,,,,,32.8,29.1,30.3,30.29436826,42,34.7,37.2,25.5,75.9,2.216,100,12.5,TRUE,32,12.2,12.2,8.9,4.4,161.3,1009.5,55.5,8.6,179.2,15.4,,0.03,"Rain, Partially cloudy",TRUE,Hot,
1917,3/31/2025,94,43,19,,2,0.70516926,,,,,,,,,,,,,,,,,,,,,,32.7,27.4,29.1,29.07915117,38.5,31.2,34.6,25,79.2,3.855,100,16.67,TRUE,25.6,11.1,11.1,5.8,2,141.4,1010.3,50.6,8.4,184.6,15.8,8,0.06,"raiN, ParTiaLLy cLOUDY",FALSE,Hot,
1918,4/1/2025,100,54,21,,2,0.917738952,6439,1454,195,11,84,32,23730,6489,693,40,636,60,6537,1744,133,7,102,17,374,439,,35.3,26.2,30.4,30.39565851,43,26.2,36.2,25,74.5,0,0,0,TRUE,23.8,9.6,9.6,5.5,2,178.3,1009.6,39.2,9.5,164,14,8,-2.417551648,Partially cloudy,FALSE,Hot,No
1919,4/2/2025,114,51,24,1,2,0.232978602,14916,4301,136,2,398,29,41834,19233,365,0,4961,84,11274,4181,88,0,839,16,,,,35.3,28.3,31,31.01252825,40.6,33.9,36.2,23.9,67.7,0,0,0,FALSE,29.9,9.1,9.1,5.6,2.4,135.3,1010.2,39,9.1,208.6,17.9,8,0.13,Partially cloudy,FALSE,Hot,
1920,4/3/2025,92,43,27,2,2,0.908444846,8885,2468,271,9,62,91,29652,10754,940,30,329,490,6605,2564,233,7,70,104,,,,35.9,28.2,30.7,30.70411406,41.5,32.7,36.3,24.3,69.9,0.451,100,16.67,TRUE,29.5,11.8,11.8,6.4,2,175,1011.3,50.7,10,142.3,12.5,6,0.16,"RAin, PARtiaLly CLOUDy",FALSE,Hot,No
1921,4/4/2025,69,39,20,2,2,0.742239199,9876,2869,178,3,185,45,34699,14702,823,10,2315,306,8639,2978,216,5,345,61,,,,34.8,28.1,30.6,30.60434989,44,32.3,36.9,24.9,72.3,0.155,100,12.5,TRUE,29.2,14.8,14.8,7.4,2.7,187.9,1010.4,31.8,10,140.7,12.3,8,,"Rain, Partially cloudy",FALSE,Hot,No
1922,4/5/2025,66,35,18,1,2,0.999964864,4691,1211,48,0,66,13,18910,6356,176,0,401,69,4537,1661,44,0,34,22,,,,34.9,28.2,30.9,30.91048656,42.8,33.2,37,24.8,71.2,0,0,0,FALSE,38.2,12.5,12.5,7.6,1.9,192.7,1009.8,36.8,10,181.3,15.6,8,0.25,Partially cloudy,TRUE,,Yes
1923,4/6/2025,71,31,17,1,2,0.030942565,,,,,,,,,,,,,,,,,,,,,,35.6,28.4,31,31.0058688,42.8,33.4,37.2,24.7,70,0,0,0,FALSE,32,17.6,17.6,8.1,2.7,181.7,1009.5,37.7,10,230.3,20.1,8,0.27,Partially cloudy,TRUE,Hot,Yes
1924,4/7/2025,72,35,19,,2,0.144516781,,,,,,,,,,,,,,,,,,,,,,33.5,26.7,29.8,29.77727375,41.8,30.4,35.9,25.1,76.4,16.945,100,12.5,TRUE,31.7,10.3,10.3,6.4,3.5,174.3,1011.2,41.1,9.8,141.5,12.1,7,0.3,"Rain, Partially cloudy",FALSE,Hot,Yes
1925,4/8/2025,85,36,18,1,2,0.099085817,,,,,,,,,,,,,,,,,,,,,,35.2,28,30.6,30.62283594,44,32.8,37.6,25.5,74.9,1.131,100,8.33,TRUE,51.8,13.3,13.3,6.8,2,175.5,1011.8,43.4,9.7,214.6,18.5,8.273101974,0.33,"Rain, Partially cloudy",FALSE,Hot,No
1926,4/9/2025,83,38,19,,2,0.570062119,9103,1879,81,16,47,81,30398,7791,360,45,317,872,7876,1907,75,11,47,166,,,,35.1,28.4,31.2,31.20536842,43.1,33.5,37.8,25,70.9,0,0,0,FALSE,35.6,13.2,13.2,8.1,2.4,175.4,1009.8,39,10,207.8,18,8,0.37,Partially cloudy,,Hot,No
1927,4/10/2025,87,37,19,,2,0.491380151,11760,3978,36,12,338,12,41020,16457,117,37,3316,31,10064,3722,22,7,398,10,,,,34.3,25.6,29.8,29.80041634,42.5,25.6,35.1,24.8,75.3,4.997,100,16.67,TRUE,23.8,10.2,10.2,6.7,4,157.9,1008.5,52.2,9.5,135,11.7,,0.4,"Rain, Partially cloudy",FALSE,Hot,No
1928,4/11/2025,90,25,15,,2,0.272552932,8017,2334,457,15,78,132,31380,10100,1705,76,540,571,7672,2056,361,16,54,93,,,,34.3,28.2,30.6,30.57975596,43.7,34.1,37.6,25.5,75.1,2.022,100,16.67,TRUE,31,10.8,10.8,6.4,2.6,168.6,1007.2,45.9,9.7,136.2,11.7,8,0.44,"Rain, Partially cloudy",FALSE,HOt,No
1929,4/12/2025,59,23,13,1,1,0.63589911,6830,2326,84,1,235,27,23571,11642,287,2,1894,108,6060,2626,76,0,200,22,,,,35.4,28.3,31.4,31.39538739,42,32.1,37.3,24.4,67.5,0,0,0,,28.4,11.8,11.8,5.4,1.4,188.9,1007.8,46,9.9,216.2,18.7,9,0.47,,TRUE,Hot,Yes
1930,4/13/2025,50,32,19,,1,0.324678635,,,,,,,,,,,,,,,,,,,,,,35.9,28.6,31.5,31.5010923,43.9,34.2,38.9,25.6,72,2.735,100,12.5,TRUE,30.2,8.9,8.9,5.6,2.1,160.7,1008.5,45.8,9.9,197,17,10,0.499459069,"Rain, Partially cloudy",TRUE,HoT,Yes
1931,4/14/2025,66,37,15,1,1,0.783692783,,,,,,,,,,,,,,,,,,,,,,33.2,27.9,30.3,30.30257416,41,32.2,36.6,25,74,0.165,100,12.5,TRUE,24.8,8.3,8.3,4.9,1.4,90,1009.9,46.7,10,100,8.6,,0.54,"Rain, Partially cloudy",FALSE,Hot,Yes
1932,4/15/2025,84,30,13,1,1,0.06121784,,,,,,,,,,,,,,,,,,,,,,34,26,29.2,29.19717426,42.1,26,33.9,24.6,77,34.769,100,29.17,TRUE,22,20.2,20.2,4.6,0.4,34.6,1009.9,56.1,9.7,120.3,10.3,,,"Rain, Partially cloudy",FALSE,Hot,Yes
1933,4/16/2025,73,29,12,,1,0.813127058,,,,,,,,,,,,,,,,,,,,,,34.5,26.8,29.8,29.79561017,42.5,30.4,36.1,25.5,78.7,2.105,100,16.67,TRUE,25.2,11.8,11.8,5.1,0.9,186.2,1009.6,48.9,9.4,162.8,14,7,0.61,"Rain, Partially cloudy",FALSE,Hot,
1934,4/17/2025,65,25,11,,1,0.872246498,,,,,,,,,,,,,,,,,,,,,,35.6,27.5,31.2,31.18503825,43.8,31.4,37.6,24.9,70.9,0,0,0,FALSE,26.3,11.4,11.4,5.8,2.4,205.8,1008.5,39.6,10,220.7,19,8,0.64,Partially cloudy,FALSE,Hot,No
1935,4/18/2025,57,28,9,1,1,0.523344404,2666,1666,92,7,201,3,11603,7216,386,22,1420,20,3183,1869,95,3,270,4,,,,35.4,27.8,31.2,31.20622305,44.3,31.6,37.6,24.8,69.5,0,0,0,TRUE,24.5,14.1,14.1,6.1,0.6,203.8,1007.8,37.5,10,153,13.2,9,0.68,Partially cloudy,,Hot,No
1936,4/19/2025,63,19,12,,1,0.579099854,13398,3563,123,5,306,12,48861,15467,411,17,2058,48,11365,3013,78,1,140,10,,,,35.4,28.6,30.9,30.89084428,44.5,33.9,38,25.5,73.5,0.847,100,16.67,TRUE,24.8,8.5,8.5,4.7,1.2,188.4,1007.4,45,9.8,103.2,8.9,9,0.71,"Rain, Partially cloudy",TRUE,Hot,Yes
1937,4/20/2025,45,28,16,1,1,0.024355465,,,,,,,,,,,,,,,,,,,,,,35.9,28.5,31.8,31.81438036,43.9,34.2,38.8,25.1,68.9,0,0,0,FALSE,31.3,12,12,7.2,2.7,182.4,1007.9,29,10,208.4,18.1,10,0.74,Partially cloudy,TRUE,Hot,Yes
1938,4/21/2025,63,28,19,1,1,0.582087173,,,,,,,,,,,,,,,,,,,,,,35.9,28.9,31.9,31.91101595,45.1,34.4,39.1,25.1,68.2,0.58,100,4.17,TRUE,27.7,9.9,9.9,7,3,182.4,1009.6,36.4,10,179.2,15.4,8,0.73919321,"Rain, Partially cloudy",FALSE,Hot,No
1939,4/22/2025,61,30,19,1,1,0.776382824,4861,993,211,27,22,200,17409,4959,733,92,280,704,5315,1318,174,25,38,199,,,,35.4,29,31.8,31.79194637,44.8,34.6,39.1,25.3,69.2,0,0,0,FALSE,35.6,13.9,13.9,8.2,3.1,175.7,1009.9,32.2,10,275.3,23.8,9.189523749,,Partially cloudy,FALSE,Hot,No
1940,4/23/2025,69,33,20,,1,0.041897878,15051,3780,327,70,282,205,55266,17346,1293,281,2406,752,13647,4018,261,58,274,166,,,,35.8,29.1,32,32.0089899,45.3,34.8,39.3,25.2,68.5,0.386,100,4.17,TRUE,34.6,12.5,12.5,7.3,2.4,178.3,1008.3,36.6,9.9,280.4,24.2,9,0.84,"Rain, Partially cloudy",FALSE,Hot,No
1941,4/24/2025,71,40,22,1,1,0.881054409,12964,2059,113,1,124,82,33155,10047,594,6,1453,274,8585,2291,155,3,131,65,,,,35.8,29.5,32.1,32.09289202,45.7,34.9,39.8,25.4,68.7,0.155,100,4.17,TRUE,30.2,11.5,11.5,8.3,3.8,179.5,1008,37.7,10,126.1,10.7,5,-2.417551648,"Rain, Partially cloudy",FALSE,HOT,No
1942,4/25/2025,82,34,22,2,1,0.954403478,8169,2018,209,17,81,44,27604,9040,995,88,543,112,7376,2392,224,16,101,26,,,,36.8,29.3,32.6,32.59629293,49.1,35.3,40.9,25.7,68.1,0,0,0,FALSE,27.7,10.8,10.8,7.1,3,177.7,1007.8,38.1,10,244.2,21.3,8,0.91,Partially cloudy,FALSE,Hot,No
1943,4/26/2025,51,32,20,1,1,0.907216858,17868,3722,248,1,83,29,56998,16443,1065,4,802,160,14525,3500,240,0,104,29,,,,35.8,29.8,32.5,32.47906105,46.1,35.4,40.4,25.4,67.4,0,0,0,FALSE,35.6,13.9,13.9,8.5,5.1,167.6,1008.4,37.4,10,241.4,20.9,8,0.95,Partially cloudy,TRUE,Hot,Yes
1944,4/27/2025,54,32,21,,1,0.924344187,,,,,,,,,,,,,,,,,,,,,,34.6,28,30.4,30.39461765,45.8,31,37.2,25.2,74,1.601,100,12.5,TRUE,38.9,10.4,10.4,6.1,0.9,158.4,1009.3,52.9,9.9,171.9,14.8,8,0.98,"Rain, Partially cloudy",TRUE,Hot,Yes
1945,4/28/2025,52,31,17,,1,0.514608065,,,,,,,,,,,,,,,,,,,,,,35.6,28.4,31.2,31.20951171,44.7,33.9,38.5,25.5,72.3,0.603,100,12.5,TRUE,27.7,13.3,13.3,6.2,1.8,170.6,1008.8,50.3,9.5,161.6,13.9,9,0,"Rain, Partially cloudy",FALSE,Hot,No
1946,4/29/2025,65,43,19,1,1,0.289518013,6980,2861,145,18,192,17,26106,13323,478,54,3455,31,7124,2972,126,8,464,11,,,,35.4,26,30.2,30.20210691,41.7,26,35.2,24.2,71.3,2.795,100,12.5,TRUE,46.4,11.5,11.5,4.4,0.4,25.7,1009,47.9,9.8,245,21.3,8,0.05,,FALSE,Hot,No
1947,4/30/2025,93,34,14,1,1,0.582135154,8616,2991,217,19,99,176,32071,11456,662,43,395,658,5750,1804,150,7,49,98,,,,35.5,27.9,31.5,31.50828913,44.7,32.3,38.5,25.1,69.8,0.24,100,4.17,TRUE,21.2,10.2,10.2,4.7,0.2,199.2,1008.3,39.8,9.9,216,18.6,7,0.08,"Rain, Partially cloudy",,Hot,
1948,5/1/2025,75,38,19,1,1,0.50332046,4264,1127,77,3,37,72,14973,5441,229,0,278,324,3699,1040,71,0,30,59,378,451,,35.4,24.2,30.5,30.49751739,43.7,24.2,36.1,24.8,73.1,67.551,100,16.67,TRUE,38.9,14.4,14.4,4.7,0.3,294.7,1009.7,50.5,9.5,167.7,14.5,7,0.11,"Rain, Partially cloudy",FALSE,,Yes
1949,5/2/2025,83,33,14,,1,0.375936412,7118,1948,130,6,66,72,32970,7840,500,24,200,471,7546,1791,113,3,20,104,,,,92.2,83,87.4,87.38361516,108.9,93.1,100.1,77.6,73.1,0.122,100,12.5,TRUE,15,6.2,6.2,3.1,1.2,201.9,1008.6,49.1,6,125.1,10.7,8,0.15,"Rain, Partially cloudy",FALSE,Hot,No
1950,5/3/2025,79,34,19,,1,0.402221771,1719,379,93,37,18,148,7955,2413,301,146,144,857,1838,413,59,33,14,180,,,,92.7,78.4,83.9,83.89686656,108.9,78.4,92.4,76.3,78.7,1.75,100,16.67,TRUE,14.5,8.5,8.5,3,0.6,193.3,1008.5,53,6.1,151.4,13.1,8,0.18,"Rain, Partially cloudy",,Hot,Yes
1951,5/4/2025,72,30,18,1,1,0.833001543,,,,,,,,,,,,,,,,,,,,,,93,78.2,84.7,84.71252962,108,78.2,94,77.1,78.6,0.064,100,8.33,TRUE,14.1,5.2,5.2,2.7,0.5,137.1,1007.4,42.3,6.1,259,22.4,9,0.25,"Rain, Partially cloudy",TRUE,Hot,Yes
1952,5/5/2025,56,31,17,,1,0.803283539,,,,,,,,,,,,,,,,,,,,,,95.3,82.6,88.6,88.59771235,113.1,91.3,101.8,77.8,71.4,0.027,100,4.17,,17.4,7.4,7.4,3.6,0.3,173.6,1006.8,48.7,6.1,224.9,19.5,7,0.25,"rain, PArTIALLY clouDY",FALSE,Hot,Yes
1953,5/6/2025,62,27,18,,1,0.370635395,,,,,,,,,,,,,,,,,,,,,,97.3,80.9,88.4,88.41050665,113.8,87.4,103.2,78.9,74.6,0.869,100,16.67,TRUE,19.7,5.8,5.8,2.8,0.3,165,1006.4,44.5,6.2,224.9,19.4,8,0.28,,FALSE,Hot,No
1954,5/7/2025,52,24,15,,1,0.762731787,10004,1928,234,7,52,137,32537,9574,888,25,573,430,7272,2141,241,6,96,76,,,,94.1,84.5,88.2,88.20833734,113.3,96.5,103.1,78.9,74.7,0.022,100,12.5,TRUE,20.1,7.1,7.1,4,0.7,166,1005.7,49.1,6.2,236.7,20.4,8,0.32,"Rain, Partially cloudy",FALSE,Hot,No
1955,5/8/2025,57,28,12,,1,0.939910399,7165,1921,182,20,134,25,31679,9872,663,46,1552,102,7419,2335,172,6,221,11,,,,96.9,83.4,88.6,88.61886669,112.2,91.2,102.2,78,71.9,0.069,100,12.5,,19,6,6,3.2,0.9,201.4,1005.9,56.7,6.2,240.6,20.7,-15.4830992,0.35,"Rain, Partially cloudy",FALSE,Hot,No
1956,5/9/2025,58,27,15,,1,0.74753089,2044,619,41,48,38,148,9165,4061,213,153,201,649,2303,904,49,33,39,174,,,,96.9,84.1,90,89.98806927,114.6,94.8,105,78.6,70.1,0,0,0,,14.5,5.6,5.6,3.2,0.1,175.4,1005.8,42.7,6.2,256,22,9,0.38,Partially cloudy,FALSE,Hot,No
1957,5/10/2025,62,28,15,,1,0.223955829,,,,,,,,,,,,,,,,,,,,,,95,74.8,85.6,85.59588037,112.3,74.8,96.6,77.3,77.3,3.616,100,29.17,TRUE,16.3,7.6,7.6,2.7,0.1,200.6,1006.8,61.5,5.9,161.3,13.8,6,0.42,"Rain, Partially cloudy",TRUE,Hot,Yes
1958,5/11/2025,66,25,14,,1,0.36255454,,,,,,,,,,,,,,,,,,,,,,89,77.1,82.6,82.6002057,104.3,77.1,90.1,77.2,84.3,0.359,100,29.17,TRUE,16.6,5.2,5.2,2.6,0.1,138.7,1006,64,5.9,214.6,18.7,8,0.45,"Rain, Partially cloudy",TRUE,Hot,Yes
1959,5/12/2025,64,27,14,,1,0.258110009,,,,,,,,,,,,,,,,,,,,,,87,77.3,80.6,80.59513438,100.3,77.3,85.3,76.9,88.9,1.871,100,37.5,TRUE,15.2,5.3,5.3,1.7,0.2,125.5,1006.3,66.2,5.5,145.3,12.4,6,0.5,"Rain, Partially cloudy",FALSE,Hot,Yes
1960,5/13/2025,68,24,10,,1,0.061306924,,,,,,,,,,,,,,,,,,,,,,88.8,77.8,82.2,82.21150487,102.2,77.8,88.1,76.8,84.1,0.31,100,20.83,,15.7,5.4,5.4,2.2,0.5,129.2,1007.6,54.3,6,178,15.4,7,0.52,"Rain, Partially cloudy",FALSE,Hot,No
1961,5/14/2025,62,28,9,,1,0.417650127,11056,2943,88,2,304,35,34219,15585,443,12,3349,160,7965,3234,121,2,373,35,,,,84.9,77.9,81.1,81.10332039,97.9,77.9,87.4,77.2,88.1,1.03,100,50,TRUE,18.6,6.3,6.3,2.3,0.6,127.4,1008.8,64.3,5.9,148.5,12.7,5,0.55,"Rain, Partially cloudy",FALSE,Hot,No
1962,5/15/2025,67,29,9,,1,0.525474573,4901,1369,54,4,43,56,19087,6753,228,12,156,209,4076,1353,69,3,29,30,,,,91.5,77.2,83.5,83.49454049,107.1,77.2,91.5,77.1,81.9,0.256,100,37.5,TRUE,18.6,6.7,6.7,1.7,0.4,153.2,1009.3,61.6,5.1,194.6,17,7,0.59,"Rain, Partially cloudy",FALSE,Hot,No
1963,5/16/2025,65,33,11,,1,0.769502637,10670,3715,219,2,343,95,34598,14684,762,18,2353,397,9442,3058,188,6,229,67,,,,89.7,79.2,82.5,82.48371459,106.1,79.2,91,77.6,85.5,1.459,100,25,TRUE,14.8,4.3,4.3,1.3,0.3,278.4,1009,52.8,6.1,192,16.6,9,0.62,"Rain, Partially cloudy",,Hot,No
1964,5/17/2025,79,28,11,,1,0.509517114,11547,2244,238,7,55,117,41668,12129,950,22,512,520,10127,2909,229,5,62,118,,,,92.6,79.7,85.2,85.18023637,109.9,79.7,96.1,78.1,80.2,0.095,100,16.67,TRUE,17.7,6.2,6.2,2.3,0.2,168.4,1008.8,55.1,5.8,143,12.3,6,0.66,"Rain, Partially cloudy",TRUE,,Yes
1965,5/18/2025,72,28,12,,1,0.831563679,,,,,,,,,,,,,,,,,,,,,,92.4,80.5,86.1,86.09343161,109.3,87.2,98.3,78.2,78,0.046,100,4.17,TRUE,13.9,4.4,4.4,2.2,0.2,237.6,1008.2,53.1,6.1,266.2,23,9,0.69,"Rain, Partially cloudy",,Hot,Yes
1966,5/19/2025,66,30,10,,1,0.459192613,,,,,,,,,,,,,,,,,,,,,,90.7,83.6,86,85.99562093,108.9,95.1,99.7,79.1,80.2,0.208,100,12.5,TRUE,16.1,5.7,5.7,2.8,0.1,164.5,1007.6,47.7,6,253.2,22,8,0.73,,FALSE,,No
1967,5/20/2025,65,32,10,,1,0.0748617,4714,1132,176,9,74,70,22750,6725,748,29,470,469,4310,1068,128,9,37,51,,,,96.1,82.6,88,87.99420472,112.8,92,100.9,77.9,72.9,0.023,100,4.17,TRUE,13.9,5.7,5.7,2.6,0.2,163.4,1007.1,39.2,6,278.3,24,9.139165902,0.75,"Rain, Partially cloudy",FALSE,Hot,No
1968,5/21/2025,59,42,11,,1,0.547768209,6817,1832,56,0,76,531,21193,8439,224,0,788,1179,5838,1620,49,0,47,254,,,,89.8,82.6,86,85.99704889,106.5,92.3,98.9,78.6,78.9,0.216,100,20.83,TRUE,16.3,4.6,4.6,2.2,0.3,137,1007.4,48.3,6.1,216.7,18.7,-16.42819715,0.788951736,"Rain, Partially cloudy",FALSE,Hot,No
1969,5/22/2025,85,28,12,,1,0.680414556,8814,1508,131,9,64,97,27033,7227,570,26,331,505,5956,1441,120,5,27,104,,,,94.6,81.3,87.6,87.59003319,111.7,89.2,101.1,78.6,75.4,0,0,0,FALSE,15.9,5.1,5.1,2.4,0,192.4,1005.9,46.2,6.1,265.3,23,9,0.83,Partially cloudy,FALSE,Hot,No
1970,5/23/2025,58,42,11,,1,0.367017776,8134,2803,21,6,90,4,29464,12132,90,20,913,17,7642,2988,21,1,123,1,,,,97.5,81.3,88.6,88.59424151,113.8,87.9,100.7,76.9,69.3,0,0,0,FALSE,16.3,8,8,4.3,2.5,256.7,1004,48.5,6.2,280.9,24.3,10,0.86,Partially cloudy,FALSE,Hot,No
