obs_id,date,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
1742,10/7/2024,71,56,,,20,0.133475146,5080,1665,262,35,85,263,20426,9919,1119,131,897,809,4949,2498,248,33,138,168,,,,34.4,26.5,30,30.00524675,40,26.5,34.3,24.2,72.3,0,0,0,TRUE,27.4,6.7,6.7,3.6,0.8,326.2,1011.3,41.5,9.9,151.9,13.2,,0.15,Partially cloudy,,Rainy,No
1743,10/8/2024,55,22,,,15,0.994349745,6164,1909,0,1,121,6,23504,8437,4,3,1044,48,6321,1712,7,1,48,8,,,,33.8,26.7,29.7,29.67889264,41.3,29.6,35,24.6,74.9,8.212,100,12.5,TRUE,28.4,8,8,3.6,0.7,16,1010.8,49.5,9.7,140.7,12.1,6,0.18,"RAin, PARTIAlly ClouDY",FALSE,Rainy,No
1744,10/9/2024,63,37,,,7,0.589640825,978,317,0,0,12,0,2686,1324,0,0,63,7,833,382,0,0,8,4,,,,32.6,26.6,28.8,28.78858341,38.9,26.6,33.1,24.5,78.6,1.612,100,20.83,TRUE,30.2,8.7,8.7,4.2,0.5,71.8,1010.1,51.5,9.7,131.3,11.3,6,0.22,"Rain, Partially cloudy",FALSE,Rainy,No
1745,10/10/2024,83,30,,,7,0.847946066,2462,618,58,18,37,20,9078,2874,184,63,173,78,2397,762,57,18,16,13,,,,33.6,26.2,29.1,29.0964009,40.6,26.2,33.8,24.8,78.6,7.175,100,12.5,TRUE,28.4,10.3,10.3,3.7,0.7,51.9,1009.2,56.2,9.8,170.9,14.9,7,,"Rain, Partially cloudy",FALSE,Rainy,
1746,10/11/2024,74,40,,,6,0.047871528,7078,1481,229,2,84,31,24810,6897,816,5,354,74,5439,1819,179,4,20,31,,,,34.3,26.5,29.7,29.68889937,41,26.5,34.3,24.5,74.9,0,0,0,TRUE,27,9,9,4.4,0.6,102.2,1009.2,45.9,10,181.2,15.7,7,,Partially cloudy,FALSE,Rainy,No
1747,10/12/2024,91,23,,,6,0.974287483,,,,,,,,,,,,,,,,,,,,,,33.7,27,29.9,29.89397167,41.8,30.2,35.6,24.9,75.2,0.372,100,12.5,TRUE,50,13.9,13.9,4.5,1.1,14.8,1009.8,47.9,9.8,140.7,12,5,0.32,,TRUE,Rainy,Yes
1748,10/13/2024,66,27,,,7,0.379483041,,,,,,,,,,,,,,,,,,,,,,33.9,26.4,28.8,28.79603254,41.7,26.4,33.7,24.9,80.2,38.043,100,12.5,TRUE,19.4,9,9,4.3,0.3,349.2,1009.9,47.9,9.5,160.7,14,7,0.35,,TRUE,,Yes
1749,10/14/2024,74,33,,,7,0.393072714,,,,,,,,,,,,,,,,,,,,,,35.2,26.1,29.4,29.390714,42.6,26.1,34.3,25.2,79,0,0,0,TRUE,22,8.4,8.4,4.3,1.1,257.9,1009.2,38.7,9.8,201.8,17.4,,0.39,Partially cloudy,FALSE,Rainy,No
1750,10/15/2024,92,30,,,6,0.162822162,11669,2421,132,0,185,29,39417,11492,611,2,801,132,11112,2431,155,0,64,13,,,,33.8,26.7,30,30.01696232,41.4,29.5,36,25,75.3,0.337,100,4.17,TRUE,17.6,7,7,3.4,0.9,247,1009.2,39.1,9.9,161,14,8,,"Rain, Partially cloudy",FALSE,Rainy,
1751,10/16/2024,80,31,,,4,0.385230841,,,,,,,,,,,,,,,,,,,,,,33.3,26.8,28.9,28.90177336,40.8,29.8,34,24.8,78.9,3.425,100,20.83,TRUE,22,10.5,10.5,3.4,0.2,77.7,1009.8,42.2,9.9,150.4,13,-15.4830992,0.46,"Rain, Partially cloudy",FALSE,Rainy,No
1752,10/17/2024,92,45,,,3,0.620289828,,,,,,,,,,,,,,,,,,,,,,34,26.3,30,30.00437342,40.8,26.3,34.5,24.2,72.5,0,0,0,TRUE,24.8,7.3,7.3,3.5,0.6,107.7,1009.6,41.8,10,157,13.6,5.431239948,0.5,Partially cloudy,FALSE,Rainy,No
1753,10/18/2024,66,51,,,6,0.486883648,,,,,,,,,,,,,,,,,,,,,,32.9,24.2,28,27.98771161,41.4,24.2,31.3,24.6,82.5,46.457,100,37.5,TRUE,25.6,9.3,9.3,4.9,0.3,318.2,1009.3,60.9,9.5,126.6,11,5,0.52,"Rain, Partially cloudy",FALSE,Rainy,No
1754,10/19/2024,44,44,,,5,0.307799859,,,,,,,,,,,,,,,,,,,,,,33,24.9,28,27.98098125,40,24.9,31.3,24.6,82.8,8.526,100,20.83,TRUE,31,8.6,8.6,4.1,0.4,49.1,1009.6,56.7,9.7,137.2,11.9,6,0.56,"Rain, Partially cloudy",TRUE,,Yes
1755,10/20/2024,27,26,,,5,0.322221248,,,,,,,,,,,,,,,,,,,,,,32.2,25.6,28.4,28.3825227,39.5,25.6,32.4,24.9,81.9,1.32,100,16.67,TRUE,29.9,11.4,11.4,5.5,1.4,125.6,1010.8,60.5,9.8,114.9,10.1,,0.59,,TRUE,Rainy,Yes
1756,10/21/2024,48,31,,,5,0.015384042,7407,1395,106,4,85,62,25623,7167,352,10,294,731,7268,2052,114,1,17,232,,,,32.7,25.5,28.4,28.40074383,40.6,25.5,32.3,25,83.1,70.609,100,37.5,TRUE,20.2,13.8,13.8,4.2,0.6,63.6,1010.7,52.8,9.6,154.4,13.2,8,0.62,"Rain, Partially cloudy",FALSE,,No
1757,10/22/2024,57,28,,,5,0.408167016,2096,573,49,0,22,56,7929,2598,183,1,238,162,2000,570,48,0,17,22,,,,33.1,26.5,28.4,28.38436775,40.4,26.5,32.7,24.7,81.2,4.249,100,8.33,TRUE,23,11,11,4.2,0.3,292.9,1010,45.2,9.7,132,11.3,8,0.66,"Rain, Partially cloudy",FALSE,Rainy,No
1758,10/23/2024,63,41,,,5,0.115207376,,,,,,,,,,,,,,,,,,,,,,32.9,23.8,28.7,28.70081767,41,23.8,32.7,24.5,79.1,21.845,100,20.83,TRUE,27.7,12.7,12.7,4.2,0.4,326,1010.5,54.9,9.9,238.6,20.6,8,0.69,"Rain, Partially cloudy",FALSE,Rainy,No
1759,10/24/2024,95,45,,,4,0.625788709,7770,2512,337,38,94,283,31329,12741,1168,173,1473,953,7798,2964,267,32,217,227,,,,34.6,26.6,29.1,29.1008821,41.4,26.6,33.1,24.2,76.5,53.75,100,16.67,TRUE,18.7,9.1,9.1,3.4,0.7,15.7,1009.9,41.7,9.7,226.5,19.5,8,0.75,,FALSE,Rainy,No
1760,10/25/2024,119,36,,,3,0.628335267,,,,,,,,,,,,,,,,,,,,,,34.9,26.4,29.9,29.90220705,42.3,26.4,35.1,24.8,75.6,0,0,0,TRUE,21.2,9.2,9.2,4,0.7,306,1008.5,38.9,9,225.3,19.3,8,0.775150691,PaRTiALlY CLOuDy,FALSE,Rainy,No
1761,10/26/2024,74,27,,,5,0.052715763,,,,,,,,,,,,,,,,,,,,,,35.5,27.1,31,30.9970949,42.8,30.6,36.9,24.6,70.1,0,0,0,TRUE,24.8,13.2,13.2,5.7,1.7,299.6,1006.2,40.6,10,228,19.7,8,0.79,Partially cloudy,TRUE,Rainy,
1762,10/27/2024,64,29,8,,5,0.436506039,,,,,,,,,,,,,,,,,,,,,,35.2,28.2,31.4,31.40036827,44.2,32.5,37.9,24.7,68.5,0.032,100,4.17,TRUE,32,17.9,17.9,9.4,3.3,293.8,1004.4,44.2,10,211.7,18.2,8,0.82,"Rain, Partially cloudy",TRUE,Rainy,Yes
1763,10/28/2024,69,41,15,,5,0.210440625,10563,1773,193,0,29,409,36201,12053,915,1,507,4010,9338,2760,147,0,73,1222,,,,33.9,27,29.8,29.80947515,40.5,30.6,35.2,24.6,74.5,1.583,100,16.67,TRUE,19.4,11.6,11.6,5.4,1.4,105.8,1005.4,53.9,9.8,211.3,18.4,8,0.86,"Rain, Partially cloudy",,Rainy,No
1764,10/29/2024,77,28,18,,,0.04772831,1527,907,0,5,25,13,6426,4467,1,3,268,67,1893,1273,0,0,55,11,,,,32.7,26.6,29.7,29.68787006,39.8,26.6,35.1,24.8,75.5,4.471,100,8.33,TRUE,19.1,11.4,11.4,4.3,0,236.3,1007.5,45.8,9.9,155.2,13.4,8,,"Rain, Partially cloudy",FALSE,Rainy,No
1765,10/30/2024,68,36,14,,,0.005601648,16384,7213,137,7,544,9,45854,28174,409,10,4790,29,12597,6927,107,1,632,11,,,,33.4,24.2,28.5,28.49256624,40.1,24.2,32,23.8,76.9,50.323,100,29.17,TRUE,18,9.3,9.3,3.5,0.1,118.8,1009.4,46.2,9.7,97.2,8.4,7,0.92,"Rain, Partially cloudy",FALSE,Rainy,No
1766,10/31/2024,76,35,13,,,0.730031352,12060,3315,208,10,146,79,44958,13980,580,18,985,184,14104,3793,126,9,118,36,,,,34.4,26.4,29.7,29.70020466,41.7,26.4,33.9,24.4,74.6,3.835,100,12.5,TRUE,23,7.9,7.9,3.9,0.3,304.3,1009.3,37.1,9.8,159.3,14,7,0.96,"Rain, Partially cloudy",,rAInY,No
1767,11/1/2024,76,46,27,,,0.552162184,,,,,,,,,,,,,,,,,,,463,514,,34,27,29.2,29.20542519,40.9,30.2,33.8,24.3,75.6,10.252,100,12.5,TRUE,22.3,9.5,9.5,4.3,0.6,286.2,1009.1,37.5,9.9,159.1,13.8,8,0,"Rain, Partially cloudy",FALSE,Cool,No
1768,11/2/2024,91,37,27,,,0.239930308,,,,,,,,,,,,,,,,,,,,,,34.1,26.4,29.7,29.69518651,39.9,26.4,32.6,22.4,67.6,0.056,100,4.17,TRUE,32.8,15.2,15.2,6,0.2,68.1,1010.4,30.8,9.7,176.4,15.3,7,0.02,"Rain, Partially cloudy",TRUE,Cool,Yes
1769,11/3/2024,87,36,18,,,0.063554816,,,,,,,,,,,,,,,,,,,,,,33.8,26.2,29.7,29.70475196,36.8,26.2,32,21,60.2,0,0,0,TRUE,27.4,10.8,10.8,5.8,2.6,79.5,1011.1,30.2,10,175.6,15.2,7,0.06,Partially cloudy,TRUE,,Yes
1770,11/4/2024,87,31,13,1,,0.725583339,8698,1683,73,3,39,90,24996,6711,238,8,357,462,5528,1201,44,2,46,54,,,,32.8,26.9,29.7,29.72425271,36.7,28.8,33,22.1,64.1,0,0,0,TRUE,28.4,8.8,8.8,5,2.3,69.6,1010.7,52.3,10,124.2,10.8,6,0.09,Partially cloudy,FALSE,Cool,
1771,11/5/2024,69,33,17,1,,0.212553592,5042,3371,22,5,211,12,15301,11351,105,29,1167,51,3894,2788,41,6,154,10,,,,32.6,27.1,28.8,28.81698242,37.1,29.4,32.1,22.7,70.2,0.097,100,4.17,TRUE,33.1,11.2,11.2,6.4,1.3,33.6,1011.6,48,10,106.6,9.2,6,0.13,"Rain, Partially cloudy",FALSE,Cool,No
1772,11/6/2024,63,36,19,,,0.025121392,3870,1411,34,0,52,127,12729,6122,136,0,407,427,4093,1566,34,0,38,135,,,,30.4,26.4,28.3,28.29593726,34,26.4,31.1,22.8,72.2,0,0,0,TRUE,37.4,11.7,11.7,6,1,41.7,1012.4,58.6,10,99.9,8.7,4,0.16,Partially cloudy,FALSE,Cool,nO
1773,11/7/2024,77,36,22,,,0.723587893,12151,4026,112,2,162,7,43183,17389,396,3,1220,44,13211,4208,80,0,125,5,,,,32.1,27,29.3,29.28354995,36.5,29.5,32.6,22.4,66.7,0,0,0,TRUE,43.9,15.7,15.7,6.9,2.4,79.5,1012,54.1,10,132.1,11.3,6,0.2,Partially cloudy,FALSE,Cool,No
1774,11/8/2024,82,43,19,,,0.05577112,,,,,,,,,,,,,,,,,,,,,,33.5,27,29.8,29.7895245,37.5,28.8,32.8,21.8,62.7,0,0,0,TRUE,29.2,11,11,5.9,0.8,78.1,1011.8,53,10,187.5,16.2,8,,Partially cloudy,FALSE,Cool,No
1775,11/9/2024,99,56,17,,,0.295239888,,,,,,,,,,,,,,,,,,,,,,32.7,26.6,29.6,29.60562851,36.5,26.6,32.6,22.1,64.6,0,0,0,TRUE,25.6,8.6,8.6,4.5,1.1,343.8,1011.3,41.2,10,177.3,15.4,8,0.25,,TRUE,Cool,Yes
1776,11/10/2024,128,46,15,1,,0.031162123,,,,,,,,,,,,,,,,,,,,,,34.9,25.7,29.9,29.8830037,36.7,25.7,31.5,20.8,60.2,0,0,0,FALSE,23,8.8,8.8,4.5,1,26.7,1011.3,30.6,9.3,173,15,7,0.3,Partially cloudy,TRUE,cOoL,Yes
1777,11/11/2024,105,54,13,,,0.408365647,2600,841,3,0,27,4,8243,3367,7,1,198,36,2408,939,0,0,36,11,,,,35,26.3,30.1,30.10857584,37.7,26.3,32.3,20.7,58.1,0,0,0,FALSE,23,6.9,6.9,3.6,0.7,4.4,1010.5,29.4,9.9,177.1,15.1,7,0.34,pArTIallY cloUDy,FALSE,Cool,No
1778,11/12/2024,120,57,14,1,,0.48682925,5950,1225,94,2,38,331,15741,4743,412,4,252,1194,4754,1227,100,0,19,289,,,,34.3,26.1,30.1,30.10245919,39,26.1,33.4,22.4,64.5,0,0,0,,23.4,7.1,7.1,3.5,1,323.4,1009.6,34.9,9.9,156.3,13.6,7,0.37,Partially cloudy,FALSE,Cool,No
1779,11/13/2024,124,52,14,,,0.747829348,11781,3034,8,0,105,11,36637,13618,11,0,1771,61,10416,3713,11,0,218,14,,,,35.6,27.1,30.8,30.81907336,40.5,29.9,35.1,23.1,64.7,0,0,0,FALSE,26.6,6.6,6.6,4.6,1.7,320,1008.4,37.3,9.6,167.2,14.3,7,,Partially cloudy,FALSE,Cool,No
1780,11/14/2024,117,31,11,,,0.57426982,8907,3018,144,6,245,4,32479,15828,374,19,2334,25,9439,4466,98,2,291,8,,,,34.8,26.8,30.5,30.50118446,41.3,29.8,35.3,23.8,68.7,17.385,100,20.83,TRUE,30.2,7.2,7.2,4.7,0.9,352.4,1008.7,47.4,9.7,122.9,10.7,6,0.44,"Rain, Partially cloudy",FALSE,Cool,No
1781,11/15/2024,90,39,10,1,,0.972694792,13263,3190,393,6,83,8,48858,16293,1440,13,742,31,12689,3710,348,2,92,13,,,,31.4,26.6,28.4,28.40539027,39.3,26.6,33.6,25.3,83.6,17.791,100,37.5,TRUE,21.2,9.5,9.5,3,0.3,198.1,1009,51.5,9.5,75.7,6.6,5,0.48,"Rain, Partially cloudy",FALSE,Cool,No
1782,11/16/2024,84,29,12,,,0.562989244,,,,,,,,,,,,,,,,,,,,,,34.5,25.8,29.8,29.81246759,43.1,25.8,35.2,25.1,76.8,0,0,0,TRUE,18,10,10,3.8,0.5,198,1008.6,37.2,8.9,226.2,19.7,8,0.5,Partially cloudy,TRUE,,
1783,11/17/2024,76,28,17,1,,0.403633153,,,,,,,,,,,,,,,,,,,,,,32.6,26.6,28.8,28.80618115,40.1,26.6,33.8,24.9,80,46.137,100,33.33,TRUE,10.8,10.7,10.7,3.4,0.6,327.6,1009,44.9,9.6,83.8,7.1,4,0.54,"Rain, Partially cloudy",TRUE,Cool,Yes
1784,11/18/2024,76,31,16,1,,0.190976849,4181,901,18,5,25,81,11750,3802,110,28,201,233,3309,956,21,5,26,32,,,,32,26,28.8,28.79925948,35.1,26,30.7,22.1,68.9,0.262,100,8.33,,29.2,15.4,15.4,9.5,0.9,29.9,1010.1,33.3,9.6,165.4,14.1,7,0.58,"raIN, PArTIallY clOUdY",,Cool,No
1785,11/19/2024,73,30,16,1,,0.777825182,827,940,6,0,123,2,2527,3185,13,1,930,11,689,675,0,0,79,2,,,,33,25.7,29.3,29.31270865,36.5,25.7,31.7,21.5,63.8,0.1,100,4.17,,30.2,19.7,19.7,10.9,5.7,42.3,1011.1,28.5,10,164,14.3,7,0.61,"Rain, Partially cloudy",FALSE,Cool,No
1786,11/20/2024,73,29,18,1,1,0.988870817,2006,1019,12,0,110,2,5933,3368,73,2,634,11,1451,809,21,0,106,5,,,,32.6,25.3,29.1,29.10697973,35.9,25.3,31.7,22,66.2,0.2,100,8.33,TRUE,29.9,14.6,14.6,11.2,6.4,65.5,1010.7,26.7,10,158.5,13.7,7,0.64,,FALSE,Cool,No
1787,11/21/2024,64,32,16,,1,0.789034512,8200,1156,178,6,49,37,25949,5690,680,19,333,139,6387,1655,173,1,27,16,,,,32.6,25.3,29,29.00377147,35.6,25.3,31.2,21,62.6,0.2,100,8.33,TRUE,33.5,17.7,17.7,11.7,5.7,51.1,1010.6,27,10,122.4,10.6,6,0.67,"Rain, Partially cloudy",,,No
1788,11/22/2024,79,31,17,1,1,0.013419754,5799,4187,27,3,428,3,23357,15987,103,33,2416,11,5255,3368,14,7,450,3,,,,33.4,26.2,29.7,29.67987248,36.6,26.2,32.1,21.3,61.2,0,0,0,FALSE,23.8,12.3,12.3,6.4,1.4,51.2,1010.5,34.3,10,135.5,11.7,6.545302379,,Partially cloudy,,Cool,No
1789,11/23/2024,67,30,16,1,1,0.394263222,,,,,,,,,,,,,,,,,,,,,,33.7,26.4,29.6,29.61533305,37.8,26.4,32.6,22,64.4,0,0,0,TRUE,34.6,9.1,9.1,4.6,0.5,60.8,1011,41.6,10,122,10.4,7,0.75,Partially cloudy,TRUE,,
1790,11/24/2024,62,38,14,1,2,0.238016107,,,,,,,,,,,,,,,,,,,,,,33.1,26.6,29.7,29.70597687,37.3,26.6,32.8,22,64,0,0,0,TRUE,35.6,10.8,10.8,4.8,0.8,37.5,1011.1,40.4,10,121.8,10.5,5,0.77,Partially cloudy,TRUE,Cool,
1791,11/25/2024,70,29,15,,2,0.33081775,11151,2707,96,1,246,34,33749,14499,514,3,3571,129,9210,3490,127,4,520,11,,,,33.9,27,30.3,30.28573743,38.7,29.3,34.2,22.7,64.3,0,0,0,FALSE,36.4,13.5,13.5,5.8,0.8,68.6,1010.3,39.9,10,106.2,9.1,5,0.8,Partially cloudy,FALSE,Cool,No
1792,11/26/2024,63,32,17,,2,0.304631392,15794,3705,218,17,292,23,57000,19256,630,69,2556,106,15276,4204,155,6,87,11,,,,34.7,27.5,30.6,30.61899658,40.3,30.2,34.6,22.8,64.2,0,0,0,FALSE,34.6,12,12,5.2,0.8,66.7,1010.1,35.2,10,131.6,11.3,6,0.84,Partially cloudy,FALSE,,No
1793,11/27/2024,67,35,18,1,2,0.678391922,4015,983,12,0,32,82,14353,4580,54,4,384,328,3227,1319,15,0,60,69,,,,33.7,27.3,30.1,30.09010698,38.7,30.2,33.9,22.6,64.9,0,0,0,FALSE,35.6,13.4,13.4,6.5,1.2,46.6,1010.6,31.8,10,124,10.6,6,0.87,Partially cloudy,,Cool,No
1794,11/28/2024,62,42,16,1,3,0.518080694,4897,1218,108,4,90,130,21662,7841,435,9,625,462,5338,1715,78,1,50,113,,,,32.7,25.9,29.4,29.40513958,35.3,25.9,31.1,20.1,58,0,0,0,FALSE,36,16.3,16.3,8.3,3,66.2,1012.1,32.3,10,113.5,9.7,6,0.9,Partially cloudy,FALSE,Cool,
1795,11/29/2024,69,51,19,1,3,0.816797365,13086,3647,271,3,104,249,45404,16335,968,3,1010,729,11984,4003,249,0,79,97,,,,30.9,24,27.2,27.19949971,32.1,24,27.7,18.1,58.3,0,0,0,FALSE,32.8,11.3,11.3,6.8,3.4,36.9,1013.1,40.5,9.9,119.5,10.5,5,0.919794026,Partially cloudy,FALSE,Cool,No
1796,11/30/2024,94,57,19,1,3,0.51233976,,,,,,,,,,,,,,,,,,,,,,31.7,22.4,26.7,26.68276051,32.1,22.4,27,17.4,57.8,0,0,0,FALSE,25.2,11.6,11.6,5.5,2,34.1,1011.7,20.3,10,135.5,11.7,6,,Partially cloudy,TRUE,Cool,
1797,12/1/2024,119,63,18,1,3,0.310744293,,,,,,,,,,,,,,,,,,,430,498,,31,22.9,27.1,27.11565394,31.5,22.9,27.4,17.8,58,0,0,0,FALSE,24.8,14.1,14.1,8.5,3,3.6,1009.9,21.3,9.9,117.5,10,5,0,Partially cloudy,TRUE,Cool,Yes
1798,12/2/2024,133,60,17,1,4,0.984215039,16918,2801,604,43,149,429,54123,18214,3758,170,2027,3576,16119,3825,871,24,165,846,,,,34.6,23.2,28.5,28.49755663,36,23.2,29.5,19.4,59.8,0,0,0,,19.8,10.5,10.5,5,0.7,354.9,1009.1,32.3,9.3,130,11.1,6,0.03,Partially cloudy,FALSE,COOL,No
1799,12/3/2024,127,55,11,1,4,0.183511861,6632,1528,98,5,36,109,27032,7434,491,9,381,845,8646,1902,105,0,41,187,,,,35,25.2,29.5,29.5011414,37.8,25.2,31.4,20.7,60.4,0,0,0,FALSE,26.3,10.5,10.5,4.1,0.5,315.4,1009.3,19.7,9.3,111.8,9.6,6,0.07,Clear,FALSE,Cool,No
1800,12/4/2024,111,47,15,1,3,0.779440338,5373,1515,49,5,91,336,18089,8262,194,19,740,1371,4748,1930,40,2,125,371,,,,35.1,25,29.8,29.80988446,38.1,25,31.8,21.2,61.6,0,0,0,FALSE,25.9,11.8,11.8,5.6,1.5,28.4,1009.2,28.7,9.5,113,9.8,,0.1,Partially cloudy,FALSE,Cool,No
1801,12/5/2024,91,47,16,1,2,0.588777879,,,,,,,,,,,,,,,,,,,,,,34.5,26.5,30,29.99157752,38.3,26.5,32.2,20.8,59,0,0,0,,23.4,9.8,9.8,4.3,0.6,35.1,1009.4,42.4,10,124.2,10.8,6,0.14,Partially cloudy,FALSE,Cool,No
1802,12/6/2024,95,47,14,1,2,0.787585603,14842,3779,447,35,129,312,56399,15633,1678,115,1061,970,15290,3622,393,24,136,251,,,,34.7,26.2,29.7,29.68301027,36.4,26.2,31.3,19.9,56.9,0,0,0,FALSE,24.5,9.5,9.5,4.3,0.4,55.9,1009.2,33.6,10,122.4,10.5,7,0.18,Partially cloudy,FALSE,Cool,No
1803,12/7/2024,99,47,16,1,2,0.106276501,,,,,,,,,,,,,,,,,,,,,,34.9,25.9,30.1,30.09949354,39.4,25.9,32.8,21.5,60.9,0,0,0,FALSE,28.8,10.7,10.7,4.3,0.7,80,1009.5,48.1,10,124.5,10.7,5,0.21,Partially cloudy,TRUE,Cool,
1804,12/8/2024,84,45,17,1,2,0.690740456,,,,,,,,,,,,,,,,,,,,,,32.7,27.8,30.1,30.10222306,36.5,30.5,33.1,21.6,61.1,0,0,0,FALSE,34.2,10.9,10.9,5,0.3,72,1010.6,46.8,10,92.5,7.9,4,0.25,,TRUE,,Yes
1805,12/9/2024,79,51,19,1,2,0.448901209,14084,4754,171,23,251,28,52669,21331,720,69,1559,93,14124,5041,156,8,188,9,,,,32.2,25.2,28.7,28.69302411,35.2,25.2,30.4,20.1,60.4,0,0,0,FALSE,23,15.3,15.3,5.7,1.2,46.3,1010.8,36.2,10,109.7,9.6,5.549842823,0.28,Partially cloudy,,Cool,No
1806,12/10/2024,103,53,15,1,2,0.413860707,,,,,,,,,,,,,,,,,,,,,,33.8,25,28.8,28.79819803,36.3,25,30.3,20.3,60.9,0,0,0,FALSE,22.7,8.4,8.4,3.9,0.4,324.7,1009.4,35.2,9.9,120,10.2,6,0.32,Partially cloudy,FALSE,Cool,No
1807,12/11/2024,103,43,15,1,2,0.529933655,3802,1393,43,0,107,13,11868,5007,174,0,911,49,3109,1232,46,0,162,8,,,,35,26.2,29.9,29.89597672,37.9,26.2,32,21,60.1,0,0,0,FALSE,31,10.6,10.6,5.3,2.5,349.7,1008.4,35.3,9.8,121,10.4,5.426513502,,Partially cloudy,,Cool,No
1808,12/12/2024,85,35,14,1,2,0.558627167,,,,,,,,,,,,,,,,,,,,,,33.5,27.2,30.1,30.09217906,37.2,29.4,33.1,21.7,61.3,0,0,0,TRUE,30.6,11.4,11.4,5.1,0.8,57.5,1008.2,40.6,10,113.1,9.8,4,0.39,Partially cloudy,FALSE,Cool,No
1809,12/13/2024,70,34,16,,2,0.003702391,10979,2494,172,5,147,453,38640,14012,599,8,782,2491,9663,3023,141,0,110,798,,,,30.6,24.4,28.3,28.3085986,34.7,24.4,31.1,22.4,70.6,7.336,100,16.67,TRUE,28.4,9.4,9.4,5.4,0.8,16.1,1009.7,71.2,9.9,68.5,5.8,4,0.42,"Rain, Partially cloudy",,Cool,No
1810,12/14/2024,65,29,15,,2,0.725896172,,,,,,,,,,,,,,,,,,,,,,30.3,26,27.7,27.69758223,33.8,26,29.1,21.3,68.8,0,0,0,FALSE,26.6,9.4,9.4,4.7,2.1,353,1011.5,53.1,10,75,6.5,4,0.46,Partially cloudy,TRUE,Cool,Yes
1811,12/15/2024,67,43,14,1,2,0.536318393,,,,,,,,,,,,,,,,,,,,,,30.9,24,27,26.98584046,31.4,24,27.4,17.7,57.2,0,0,0,FALSE,33.1,11,11,6,2.7,19.1,1013.7,43.7,10,114.5,9.9,6,0.5,Partially cloudy,TRUE,Cool,Yes
1812,12/16/2024,70,52,19,1,2,0.062000856,2264,813,120,0,14,226,10592,4212,316,0,208,1329,2827,1116,48,0,20,307,,,,30.4,23.8,27.1,27.10513415,30.7,23.8,27.4,16.5,52.5,0,0,0,FALSE,26.6,9.4,9.4,6.1,1.5,11.1,1014.4,58.2,10,109.8,9.3,6,0.53,Partially cloudy,FALSE,Cool,No
1813,12/17/2024,93,52,17,2,2,0.223414306,7130,1667,186,2,113,34,25939,7995,743,4,616,174,6915,1919,205,1,46,23,,,,32.7,23.4,27.2,27.20830459,32.6,23.4,27.5,16.9,54,0,0,0,FALSE,24.5,8.2,8.2,4.8,0.9,354.7,1013.4,28.5,10,108.3,9.3,5,0.56,Partially cloudy,FALSE,Cool,No
1814,12/18/2024,108,49,21,1,2,0.982407145,5563,2558,250,3,315,44,17726,11044,1014,6,3367,98,5813,2440,296,3,168,18,,,,32.5,23.8,27.6,27.58427762,33.1,23.8,28,17.9,56.6,0,0,0,FALSE,27.7,15.9,15.9,6.6,0.8,72.2,1012.5,17.7,9.7,124.3,10.6,5,0.59,Clear,FALSE,Cool,No
1815,12/19/2024,91,58,22,1,2,0.970387316,5152,1516,188,4,60,5,18299,7096,617,8,425,23,5056,1869,130,4,59,1,,,,31.7,23.4,27.4,27.39900876,32.3,23.4,27.7,17,53.7,0,0,0,,30.2,11.5,11.5,6.2,3.2,62.4,1013.1,31.5,10,121.8,10.6,5,0.62,Partially cloudy,FALSE,Cool,No
1816,12/20/2024,108,59,20,2,2,0.532583187,14555,6916,263,22,317,11,47370,25153,815,55,3305,40,12346,6322,184,11,475,8,,,,30.1,22.2,25.8,25.78145108,30.1,22.2,25.9,15.9,55.2,0,0,0,FALSE,26.3,7.4,7.4,4.1,1.7,40,1012.6,45.1,10,117.1,10,5.331158359,0.66,Partially cloudy,FALSE,Cool,No
1817,12/21/2024,122,50,19,1,2,0.111328447,,,,,,,,,,,,,,,,,,,,,,31.8,21.2,26.1,26.09613912,31.9,21.2,26.2,17.2,59.8,0,0,0,FALSE,24.1,7.9,7.9,3.8,0.9,28.5,1012.4,27.6,9.5,114.4,9.9,5,0.69,Partially cloudy,TRUE,Cool,Yes
1818,12/22/2024,94,57,22,2,2,0.054718713,,,,,,,,,,,,,,,,,,,,,,29.5,21.8,25.3,25.30546343,29.1,21.8,25.3,15.8,56.5,0,0,0,FALSE,31.3,10.7,10.7,5.2,1.3,77.5,1012.7,52.7,10,106.3,9.2,5,0.72,Partially cloudy,,cOOL,Yes
